FD[0]	FD[1]	FD[2]	FD[3]	
-2.48833	-1.75886	-3.62888	-2.00652	
-1.41448	-0.903311	-1.95518	-0.116736	
-2.13038	-2.18663	-2.45729	-0.746665	
-2.48833	-0.475537	-2.79203	-0.746665	
-3.20423	-2.18663	-2.12255	-0.746665	
-2.13038	-0.475537	-2.9594	-0.746665	
-3.20423	-0.903311	-4.131	-1.06163	
-1.77243	-0.0477638	-2.28992	-2.00652	
-2.48833	-1.33108	-1.45307	-2.00652	
-2.13038	-0.0477638	-1.45307	-2.00652	
-1.41448	-2.18663	-3.12677	-0.116736	
-2.48833	-1.33108	-1.11833	-1.37659	
-2.48833	-0.475537	-3.46151	-3.26638	
-2.13038	-1.75886	-1.11833	-2.00652	
-1.41448	-0.903311	-1.78781	-0.746665	
-2.48833	-0.0477638	-2.9594	-1.06163	
-3.20423	-0.0477638	-2.79203	-1.06163	
-0.698577	-0.475537	-3.12677	-0.746665	
-3.92013	-2.61441	-3.46151	-0.746665	
-1.77243	-0.903311	-3.29414	-0.116736	
-2.13038	-0.0477638	-3.46151	-1.69156	
0.0173236	-0.903311	-1.2857	-0.116736	
-3.20423	-1.33108	-3.12677	-0.746665	
-3.20423	-0.903311	-3.12677	-0.746665	
-1.41448	0.38001	-2.79203	-1.37659	
-1.41448	-0.0477638	-2.45729	-0.431701	
-1.41448	-0.475537	-1.62044	-1.37659	
-2.84628	-1.75886	-3.46151	-0.746665	
-0.698577	-0.475537	-2.28992	-0.431701	
-0.698577	-1.75886	-2.79203	-1.37659	
-1.05653	-0.475537	-3.46151	-0.746665	
-2.48833	-1.33108	-2.9594	-2.00652	
-1.41448	0.807783	-3.29414	-2.32149	
-1.77243	-1.33108	-2.28992	-2.32149	
-2.13038	0.807783	-1.45307	-2.00652	
-1.41448	-2.18663	-3.12677	0.513193	
-2.13038	-1.33108	-2.28992	-2.00652	
-3.56218	0.38001	-2.62466	-1.37659	
-2.13038	-0.0477638	-1.62044	-0.746665	
-2.13038	-0.903311	-1.95518	-2.63645	
-2.13038	-0.475537	-2.79203	-0.746665	
-1.05653	-1.33108	-2.45729	-2.00652	
-1.05653	-0.903311	-2.79203	-2.00652	
-1.77243	-0.475537	-2.45729	-1.69156	
-1.05653	-2.61441	-1.95518	-1.06163	
-2.48833	-0.475537	-0.783584	-0.431701	
-2.13038	0.38001	-1.78781	-1.06163	
-2.13038	-0.475537	-1.45307	-0.431701	
-2.48833	-2.61441	-2.12255	-1.69156	
-1.41448	-1.33108	-1.2857	-1.37659	
-2.13038	-0.903311	-1.95518	-1.37659	
-2.13038	-0.903311	-2.62466	-2.00652	
-2.13038	-2.18663	-2.28992	-1.37659	
-0.698577	-1.75886	-1.2857	-1.06163	
-2.48833	-0.903311	-1.95518	-0.116736	
-1.05653	-0.903311	-2.9594	-2.00652	
-1.41448	-0.0477638	-1.45307	-0.431701	
-1.05653	-1.75886	-2.45729	-1.06163	
-2.48833	-1.33108	-2.9594	-1.06163	
-1.77243	-2.18663	-1.2857	-1.69156	
0.375274	-0.475537	-1.95518	-2.32149	
-1.41448	-0.475537	-2.45729	-0.431701	
-3.20423	-2.61441	-2.45729	-0.116736	
0.733224	-2.18663	-0.950955	-2.00652	
-3.20423	-1.33108	-2.9594	0.828158	
-1.41448	-0.0477638	-2.79203	-0.431701	
-1.05653	-1.75886	-2.12255	-2.95142	
-2.48833	-0.0477638	-2.45729	-1.37659	
-2.13038	-1.33108	0.38801	-1.37659	
-2.13038	-0.0477638	-0.783584	-0.431701	
-1.05653	0.807783	-3.46151	-2.00652	
-3.20423	-0.0477638	-2.79203	-1.06163	
-1.05653	-0.903311	-0.950955	-1.06163	
-3.56218	-2.61441	-3.12677	-0.746665	
-2.48833	-1.75886	-1.11833	0.828158	
-2.13038	-0.475537	-2.45729	-2.00652	
-2.13038	-0.475537	-1.45307	-2.00652	
-3.56218	-2.18663	-0.616214	-1.69156	
-2.84628	-1.33108	-1.11833	-1.06163	
-1.05653	1.66333	-0.950955	-3.26638	
-1.05653	-2.18663	-1.62044	-1.37659	
-1.77243	-2.18663	-1.45307	-2.63645	
-2.13038	-2.61441	-2.12255	0.513193	
-1.41448	-1.75886	-0.950955	-0.746665	
-3.20423	1.23556	-1.2857	-1.69156	
-2.13038	-0.475537	-3.46151	-1.69156	
-1.41448	-1.75886	-2.62466	-0.116736	
-2.13038	-1.33108	-3.79625	-0.116736	
-2.48833	-1.75886	-1.78781	-1.06163	
-2.48833	-1.75886	-2.12255	0.513193	
-2.48833	-0.0477638	-0.950955	-1.37659	
-2.13038	-0.475537	-1.2857	-2.00652	
-2.84628	0.807783	-1.78781	-2.00652	
-3.20423	0.807783	-1.78781	-1.37659	
-2.13038	-1.75886	-2.62466	-0.746665	
-3.20423	-0.0477638	-1.62044	-1.37659	
-2.13038	-1.33108	-2.9594	-2.00652	
-2.13038	-1.33108	-0.950955	-1.06163	
-1.77243	0.38001	-1.78781	-1.69156	
-2.13038	-1.75886	-3.29414	-1.06163	
-1.41448	-1.33108	-1.11833	-2.95142	
-2.13038	-0.475537	-2.62466	-1.06163	
-0.698577	-1.33108	-2.45729	-0.746665	
-1.77243	-1.75886	-2.62466	-0.431701	
-2.13038	-1.33108	-2.9594	-1.69156	
-0.698577	-0.0477638	-2.28992	-2.00652	
-2.84628	-0.0477638	-3.29414	-0.746665	
-1.77243	-2.61441	-2.12255	-1.37659	
-0.340627	-0.475537	-1.2857	-1.06163	
-2.48833	-1.75886	-2.28992	-1.69156	
-1.77243	-0.475537	-2.12255	-0.116736	
-0.698577	-2.18663	-0.281473	-2.63645	
-3.92013	-1.75886	-3.62888	-1.06163	
-2.13038	-1.33108	-3.12677	-0.431701	
-1.41448	-1.75886	-1.78781	-1.37659	
-3.20423	-0.903311	-3.79625	-0.431701	
-3.20423	-1.33108	-2.12255	-1.69156	
-3.20423	-1.75886	-1.95518	-2.32149	
-3.56218	-0.475537	-0.950955	0.198229	
-2.48833	-1.75886	-1.78781	-1.37659	
-1.77243	-2.18663	-2.45729	-0.431701	
-2.13038	0.807783	-1.62044	-0.116736	
-2.48833	0.38001	-2.9594	-2.00652	
-1.41448	-0.475537	-2.45729	-0.431701	
-1.77243	-2.18663	-2.12255	-1.37659	
-1.41448	-0.0477638	-2.28992	-1.37659	
-2.84628	-0.0477638	-3.12677	-2.00652	
-2.48833	-0.0477638	-2.28992	-2.32149	
-2.48833	-1.75886	-1.62044	-0.116736	
-2.48833	-1.33108	-0.114102	-2.32149	
-1.05653	0.38001	-3.12677	-2.63645	
-2.84628	-1.33108	-0.448843	-1.69156	
-1.41448	-0.0477638	-2.9594	-1.37659	
-1.05653	-2.61441	-2.9594	-0.431701	
-0.340627	-2.18663	-1.45307	-1.37659	
-1.41448	-1.33108	-1.11833	0.513193	
-1.77243	0.38001	-1.11833	-1.37659	
-1.05653	-0.475537	-2.79203	-2.95142	
-3.56218	-2.18663	-0.114102	0.513193	
-2.48833	0.38001	-1.11833	-1.69156	
-1.77243	-0.903311	-2.28992	-0.746665	
-0.340627	-0.903311	-3.29414	-1.69156	
-0.698577	-1.33108	-1.95518	-0.746665	
-1.41448	-1.33108	-2.12255	-1.06163	
-2.48833	-1.75886	-3.12677	-2.63645	
-1.41448	-0.0477638	-3.29414	-0.431701	
-2.84628	-1.33108	-1.78781	-0.746665	
-1.77243	-0.903311	-1.62044	-2.32149	
-3.92013	-0.0477638	-2.45729	-0.431701	
-0.340627	-2.18663	-3.12677	-1.37659	
-2.13038	-0.475537	-0.281473	-2.00652	
0.0173236	-0.475537	-1.78781	-0.746665	
-1.05653	-0.903311	-2.45729	-0.431701	
0.733224	-0.903311	-1.62044	-2.95142	
-0.698577	-0.0477638	-1.45307	0.198229	
-3.20423	-0.903311	-1.95518	-1.37659	
-3.92013	-1.75886	-2.62466	-0.746665	
-1.77243	-1.33108	-3.79625	0.198229	
-2.48833	0.38001	-1.45307	-1.37659	
-2.84628	-0.475537	-1.95518	0.513193	
-3.20423	-0.903311	-3.29414	-0.746665	
-1.77243	-2.61441	-2.9594	-2.00652	
-2.84628	-1.75886	-2.12255	-1.06163	
-0.698577	-0.475537	-1.78781	0.513193	
-3.56218	0.38001	-3.12677	-0.431701	
-3.20423	-0.0477638	-2.12255	-1.37659	
-2.84628	0.38001	-3.62888	-2.00652	
-0.698577	-0.0477638	-4.131	-1.37659	
-2.48833	-0.475537	-2.45729	-2.00652	
-2.13038	-0.475537	-1.2857	-2.63645	
-1.77243	-0.475537	-1.78781	-1.69156	
-0.340627	-0.903311	-3.46151	-1.69156	
-0.698577	-0.475537	-1.95518	-2.00652	
-2.48833	-1.33108	-1.95518	-1.06163	
-2.48833	-1.33108	-2.28992	-1.37659	
-1.77243	-1.75886	-2.79203	-1.37659	
-1.77243	0.38001	-2.45729	-0.431701	
-2.13038	0.38001	-2.79203	0.513193	
-0.698577	-1.33108	-2.28992	-0.431701	
-1.77243	1.23556	-2.12255	-1.06163	
-1.41448	-0.0477638	-2.62466	-1.37659	
-1.05653	-0.903311	-1.78781	-2.00652	
-1.77243	-2.18663	-2.45729	0.198229	
-2.84628	-0.475537	-1.95518	-1.37659	
-2.13038	-1.75886	-0.950955	0.198229	
-2.48833	-0.475537	-3.12677	-0.431701	
-2.13038	-0.475537	-3.29414	0.513193	
-4.99398	-0.903311	-1.95518	-1.06163	
-0.340627	-1.33108	-1.62044	0.513193	
-0.698577	-0.903311	-2.12255	-3.26638	
-2.13038	0.38001	-2.45729	-2.00652	
-3.20423	-1.75886	-1.95518	-0.746665	
-1.05653	-1.33108	-3.12677	-2.32149	
-3.92013	0.807783	-1.62044	-1.69156	
-0.340627	-1.75886	-2.79203	-0.746665	
-2.48833	-1.75886	-1.78781	-1.37659	
-2.13038	0.38001	-2.62466	-2.00652	
-2.48833	-1.75886	-1.78781	-1.06163	
-2.84628	-0.903311	-2.12255	-1.06163	
-1.05653	-1.33108	-1.2857	-2.63645	
-3.56218	-0.475537	-2.62466	-1.69156	
-1.05653	0.38001	-1.78781	-1.37659	
-2.13038	-3.04218	-3.62888	-1.06163	
-1.77243	-0.475537	-1.62044	-0.431701	
-2.84628	-0.0477638	-0.448843	-0.746665	
-1.41448	-0.475537	-2.62466	-2.00652	
-2.13038	0.38001	-1.78781	-1.06163	
-2.48833	-0.0477638	-2.79203	-1.37659	
-1.05653	-0.475537	-2.45729	-1.37659	
-1.77243	-1.75886	-1.45307	-2.63645	
-2.48833	-0.475537	-1.45307	-1.37659	
-2.13038	-0.0477638	-1.78781	0.198229	
-0.340627	-1.33108	-1.62044	-0.116736	
-2.13038	0.807783	-0.448843	-0.116736	
-1.77243	-1.75886	-3.62888	-0.746665	
-2.48833	-0.903311	-2.45729	-1.06163	
-1.05653	-1.75886	-1.62044	-2.00652	
-0.698577	-2.18663	-2.28992	0.828158	
-0.340627	0.38001	-2.28992	-2.00652	
-3.56218	-1.33108	-0.448843	-2.00652	
-2.48833	-0.0477638	-1.2857	-0.431701	
0.0173236	-1.33108	-1.62044	0.513193	
-4.63603	-0.0477638	-1.2857	-1.69156	
-0.698577	0.38001	-2.79203	-2.00652	
-2.84628	-1.33108	-2.79203	-1.37659	
-2.84628	-0.0477638	-1.95518	-0.431701	
-2.48833	-0.903311	-3.12677	-0.746665	
-2.48833	-0.903311	-2.12255	-0.431701	
-2.84628	-0.0477638	-2.12255	-0.431701	
-1.41448	0.38001	-3.12677	-0.746665	
-3.20423	-2.18663	-0.783584	-1.69156	
-3.20423	-1.75886	-3.46151	0.828158	
-1.05653	-0.0477638	-0.616214	-1.69156	
-3.20423	-0.0477638	-2.9594	-0.431701	
-0.698577	1.23556	-0.950955	-0.431701	
-2.13038	-1.33108	-0.950955	-1.06163	
-1.41448	-2.61441	-1.78781	-1.37659	
-4.63603	-0.0477638	-2.28992	-1.06163	
-3.56218	-1.33108	-3.29414	-1.37659	
-1.77243	1.23556	-3.12677	-1.37659	
-1.05653	-0.0477638	-1.95518	-0.746665	
-1.41448	-1.33108	-2.28992	-1.06163	
-2.13038	0.38001	-0.616214	0.198229	
-1.05653	-0.0477638	-1.95518	0.828158	
-1.05653	-1.33108	-1.45307	-1.69156	
-1.77243	-0.903311	-1.95518	-1.37659	
-2.84628	-0.475537	-2.9594	-0.746665	
-2.13038	-0.0477638	-2.28992	-1.69156	
-0.340627	-1.33108	-2.9594	0.198229	
-1.77243	0.38001	-0.950955	-1.37659	
-2.48833	-1.33108	-3.12677	-0.116736	
-2.48833	-0.475537	-1.95518	-2.32149	
-2.84628	-2.18663	-3.62888	-1.06163	
-1.41448	-1.33108	-2.9594	-2.32149	
-2.84628	-2.18663	-1.95518	0.513193	
-2.48833	-0.475537	-0.616214	-2.63645	
-2.84628	-0.475537	-2.28992	-1.69156	
-0.340627	-0.903311	-3.46151	-1.69156	
-1.77243	1.66333	-1.45307	-1.37659	
0.0173236	0.807783	-2.12255	-1.37659	
-1.41448	-2.18663	-0.783584	-0.431701	
-3.56218	-0.0477638	-2.45729	-1.37659	
-1.05653	-1.75886	0.0532685	-1.69156	
-2.84628	-0.0477638	-3.12677	-0.746665	
-2.48833	-1.75886	-2.45729	-1.37659	
-1.41448	-0.0477638	-2.12255	-1.37659	
-2.13038	-1.75886	-0.783584	-2.00652	
-3.20423	-0.475537	-3.96362	-2.32149	
-1.77243	-0.903311	-2.79203	-1.06163	
-2.13038	-3.04218	-0.616214	-0.431701	
-1.77243	-0.903311	-1.78781	-0.431701	
-3.20423	-2.61441	-1.11833	-0.431701	
-0.698577	-0.475537	-1.95518	-0.746665	
0.0173236	-0.903311	-0.950955	-0.746665	
-2.48833	-0.903311	-1.62044	-2.32149	
-2.13038	-1.75886	-0.783584	-1.69156	
-3.92013	-0.0477638	-3.29414	-1.06163	
-1.77243	-0.903311	-3.12677	-1.06163	
-2.84628	-2.18663	-1.11833	-1.69156	
-2.48833	-2.18663	-2.12255	-1.37659	
-0.698577	-1.75886	-2.9594	0.198229	
-3.20423	-0.903311	-1.45307	-3.26638	
-1.41448	-0.0477638	-1.95518	-1.37659	
-1.05653	-2.18663	-2.79203	-1.37659	
-1.05653	-0.903311	-2.12255	-1.06163	
-4.27808	1.23556	-2.12255	-0.431701	
-1.41448	-1.33108	-2.12255	-2.00652	
-2.48833	-0.0477638	-0.783584	-1.06163	
-2.48833	-0.903311	-2.9594	-2.32149	
-2.48833	-0.475537	-1.95518	0.198229	
-3.92013	-0.475537	-1.95518	-1.37659	
-2.13038	-0.475537	-1.11833	-1.37659	
-2.13038	-2.18663	-1.2857	-0.116736	
-1.41448	-1.75886	-2.28992	-0.431701	
-2.13038	0.807783	-2.45729	-1.37659	
-1.77243	0.38001	-1.11833	-1.37659	
-2.13038	0.807783	-1.78781	-2.00652	
-2.48833	-1.33108	-1.78781	-1.69156	
-2.48833	0.38001	-2.28992	-0.431701	
-1.05653	-1.33108	-1.62044	-2.00652	
-0.698577	-0.0477638	-1.95518	-1.37659	
-2.13038	-1.75886	-1.45307	-1.06163	
-3.56218	-0.903311	-3.46151	-1.06163	
-3.20423	-1.75886	-1.78781	0.198229	
-0.698577	-0.0477638	-2.28992	-1.69156	
-1.41448	-0.475537	-1.78781	-1.37659	
-2.84628	-2.18663	-1.78781	-1.37659	
-1.05653	-0.475537	-2.45729	-2.63645	
-3.20423	-1.75886	-1.2857	-2.32149	
0.0173236	-0.903311	-1.78781	-2.00652	
-1.05653	-1.33108	-2.62466	-0.431701	
-1.77243	-0.903311	-1.45307	-0.431701	
-3.20423	-2.18663	-2.12255	-0.431701	
-1.41448	-2.61441	-1.2857	-2.00652	
-2.84628	-0.475537	-3.12677	-1.69156	
-3.92013	0.38001	-1.95518	-1.06163	
-2.84628	-0.475537	-0.114102	-1.06163	
-0.698577	-1.75886	-3.29414	-1.69156	
-2.13038	-0.0477638	-1.78781	-1.69156	
-2.84628	-1.33108	-0.616214	-1.69156	
-3.56218	-0.0477638	-1.2857	-0.431701	
-2.48833	0.38001	-1.2857	-2.32149	
-3.56218	1.23556	-1.78781	-2.95142	
-3.56218	-1.75886	-1.45307	-0.746665	
-0.340627	-1.33108	-3.79625	-1.37659	
-0.340627	0.38001	-2.12255	-1.69156	
-0.340627	1.23556	-2.79203	-0.746665	
-0.340627	-2.18663	-2.45729	-1.69156	
-1.41448	-0.475537	-3.96362	-1.37659	
0.375274	-0.475537	-1.2857	-1.37659	
-0.340627	-1.75886	-3.12677	-0.431701	
-1.41448	1.23556	-2.79203	-1.06163	
-1.41448	-0.475537	-3.79625	-0.746665	
0.375274	-1.75886	-1.78781	-1.06163	
-2.13038	-1.33108	-1.2857	-2.95142	
-2.84628	-1.75886	-4.131	-0.116736	
-4.27808	-1.75886	-2.79203	-1.37659	
-2.13038	-1.33108	-1.45307	-2.00652	
-1.41448	-0.0477638	-3.12677	-0.116736	
-2.48833	-1.75886	-2.28992	-1.06163	
-2.84628	-0.903311	-2.28992	-0.746665	
-1.77243	0.38001	-1.11833	-1.06163	
-1.41448	-2.18663	-2.28992	-0.116736	
-3.56218	-0.903311	-1.11833	-1.37659	
-3.20423	-0.475537	-1.62044	-0.116736	
-2.48833	-0.475537	-0.448843	-0.746665	
-2.13038	-2.18663	-1.62044	-1.69156	
-1.41448	0.807783	-1.45307	0.198229	
-0.698577	-0.475537	-2.79203	-0.746665	
-0.340627	-1.33108	-3.62888	-1.06163	
-0.698577	0.807783	-0.281473	0.198229	
-2.84628	0.807783	-1.2857	-1.69156	
-3.56218	0.38001	-3.46151	-1.69156	
-3.92013	-0.903311	-2.62466	-0.116736	
-2.84628	-1.75886	-1.2857	-0.431701	
-3.20423	-2.18663	-1.62044	-1.06163	
-3.56218	-0.475537	-1.78781	-0.746665	
-2.13038	-1.33108	-3.46151	-1.37659	
-2.48833	-0.903311	-2.9594	-1.37659	
-3.20423	-1.75886	-4.131	-0.746665	
-0.698577	-1.75886	-3.62888	-0.116736	
-1.41448	-1.33108	-2.79203	-2.00652	
-2.48833	-0.475537	-0.950955	-1.37659	
-3.20423	-0.0477638	-2.12255	-0.431701	
-1.77243	0.807783	-3.62888	-0.746665	
-3.20423	-0.903311	-3.29414	-1.06163	
-2.13038	-1.75886	-2.45729	-1.37659	
-2.84628	0.807783	-1.45307	-2.95142	
0.375274	-0.475537	-2.62466	-1.06163	
-1.77243	-1.75886	-1.95518	-1.06163	
-2.48833	-2.18663	-2.62466	-1.37659	
-2.13038	-1.75886	-2.79203	-1.06163	
-2.84628	-1.75886	-3.12677	-1.37659	
-2.84628	-0.903311	-3.79625	-0.116736	
-1.77243	-0.475537	-2.79203	-1.37659	
0.0173236	-0.0477638	-0.950955	-0.116736	
-2.84628	-2.18663	-1.95518	-2.95142	
-2.13038	-0.903311	-1.62044	0.828158	
-2.84628	-0.903311	-1.78781	-1.37659	
-2.48833	-0.475537	-1.95518	-0.746665	
-2.48833	0.38001	-1.95518	-2.32149	
-3.20423	0.38001	-1.2857	-0.431701	
0.0173236	-1.75886	-2.62466	0.198229	
-1.41448	-0.475537	-1.62044	-1.69156	
-2.13038	-2.61441	-2.62466	-1.37659	
0.375274	-0.475537	-3.29414	-1.37659	
-2.48833	-2.18663	-0.448843	-2.00652	
-3.92013	0.38001	-1.45307	-1.06163	
0.375274	-0.903311	-2.62466	-0.116736	
-2.84628	-0.475537	-3.62888	-1.37659	
-0.698577	-2.18663	-1.62044	-2.32149	
-3.20423	0.807783	-3.29414	-1.69156	
-1.41448	-0.903311	-2.9594	-0.431701	
-2.13038	0.38001	-1.2857	-2.32149	
-2.48833	-0.475537	-1.95518	-1.69156	
-2.84628	-0.475537	-1.78781	-1.69156	
-1.77243	-1.75886	-2.12255	-0.431701	
-2.84628	-0.475537	-1.45307	-1.69156	
-1.05653	-0.0477638	-2.45729	-1.06163	
-2.48833	-0.0477638	-1.2857	-2.00652	
-3.20423	-0.0477638	-2.79203	-0.431701	
-1.05653	-1.33108	-2.28992	-0.746665	
-0.340627	-0.903311	-2.79203	-1.06163	
-2.13038	-1.33108	-1.95518	-0.116736	
0.0173236	-0.0477638	-2.62466	0.198229	
-0.698577	-1.33108	-2.62466	-2.00652	
-1.41448	-0.0477638	-2.45729	-0.746665	
-4.27808	-0.475537	-2.28992	-2.00652	
-2.48833	-2.18663	-3.12677	-1.69156	
-2.48833	-1.33108	-2.9594	-0.746665	
-2.13038	0.38001	-1.62044	-1.37659	
-3.92013	-0.0477638	-2.9594	-1.37659	
-0.698577	0.38001	-1.95518	0.198229	
-3.20423	-1.33108	-1.95518	-2.63645	
-1.05653	-0.903311	-2.9594	-0.116736	
-0.698577	0.38001	-1.2857	-2.32149	
-2.48833	-2.61441	-3.29414	-0.116736	
-1.41448	-1.75886	-3.46151	-0.746665	
-0.340627	-0.903311	-3.79625	-2.95142	
-2.48833	0.807783	-2.9594	-0.431701	
-2.13038	-0.903311	-1.95518	-0.431701	
0.375274	0.38001	-0.616214	-0.431701	
-2.13038	-1.33108	-3.46151	-1.06163	
-2.84628	-0.475537	-2.28992	-2.00652	
-2.48833	0.807783	-1.95518	0.198229	
-1.05653	-0.475537	-2.12255	-1.06163	
-2.13038	-1.33108	-3.46151	-2.32149	
-2.48833	-1.33108	-0.950955	-2.00652	
-2.48833	-1.33108	-1.45307	-0.431701	
-3.20423	-1.33108	-2.62466	-1.69156	
-2.13038	-0.903311	-2.12255	-1.37659	
-1.77243	-1.33108	-2.45729	-2.00652	
-2.84628	-1.33108	-2.9594	-2.63645	
-2.48833	0.38001	-0.783584	-0.746665	
-1.77243	-1.75886	-3.29414	0.828158	
-1.77243	-3.04218	-1.45307	-2.32149	
-3.56218	-0.0477638	-2.45729	-1.06163	
-3.56218	-1.75886	-2.62466	0.513193	
0.0173236	-1.75886	-2.45729	0.198229	
