Hw[0]	Hw[1]	Hw[2]	Hw[3]	
0.901149	0.711111	0.985507	1	
0.908046	0.955556	0.992754	0.939394	
0.921839	0.933333	0.985507	0.984848	
0.956322	0.733333	0.996377	1	
0.947126	0.977778	0.992754	0.939394	
0.933333	0.888889	0.992754	0.984848	
0.974713	0.888889	0.971014	0.984848	
0.942529	0.933333	0.992754	1	
0.954023	0.866667	0.996377	0.909091	
0.896552	0.622222	0.967391	1	
0.933333	0.933333	0.967391	0.909091	
0.96092	0.777778	0.992754	1	
0.931034	0.8	0.985507	0.969697	
0.908046	0.755556	0.996377	1	
0.951724	0.644444	0.981884	0.969697	
0.942529	0.866667	0.992754	1	
0.924138	0.644444	0.985507	0.984848	
0.935632	0.866667	0.963768	0.984848	
0.926437	0.844444	0.985507	0.984848	
0.921839	0.511111	0.960145	0.984848	
0.91954	0.911111	0.985507	0.984848	
0.910345	0.866667	0.978261	0.984848	
0.949425	0.866667	0.992754	0.969697	
0.967816	0.911111	0.967391	0.954545	
0.988506	0.711111	0.985507	1	
0.958621	0.8	0.967391	0.984848	
0.942529	0.933333	0.985507	0.984848	
0.954023	0.777778	0.985507	0.984848	
0.944828	0.933333	0.981884	1	
0.954023	0.977778	0.978261	0.969697	
0.97931	0.933333	0.981884	1	
0.917241	0.955556	0.952899	0.984848	
0.91954	0.777778	0.971014	0.939394	
0.942529	0.755556	0.981884	0.969697	
0.94023	0.911111	0.98913	0.939394	
0.924138	0.866667	0.985507	0.984848	
0.931034	0.977778	0.981884	0.984848	
0.967816	0.933333	0.974638	0.954545	
0.956322	0.377778	0.985507	0.984848	
0.970115	0.844444	1	0.954545	
0.944828	0.866667	0.985507	0.984848	
0.954023	0.911111	0.978261	0.984848	
0.94023	0.711111	0.978261	0.969697	
0.956322	0.822222	0.992754	1	
0.887356	0.866667	0.978261	0.984848	
0.944828	0.911111	0.974638	1	
0.956322	0.911111	0.98913	0.969697	
0.965517	0.911111	0.992754	0.984848	
0.885057	0.844444	0.981884	0.969697	
0.951724	0.866667	0.978261	1	
0.836782	0.866667	0.996377	0.954545	
0.963218	0.955556	0.992754	0.984848	
0.977011	0.888889	0.98913	1	
0.956322	0.911111	0.978261	0.954545	
0.933333	0.977778	0.985507	0.984848	
0.944828	0.644444	0.927536	0.939394	
0.963218	0.8	0.974638	0.969697	
0.97931	0.822222	0.963768	0.939394	
0.937931	0.911111	0.996377	1	
0.935632	0.933333	0.98913	0.924242	
0.928736	0.844444	0.985507	0.984848	
0.942529	0.911111	0.992754	0.984848	
0.949425	0.755556	0.985507	1	
0.917241	0.933333	0.985507	0.984848	
0.933333	0.777778	0.974638	1	
0.926437	0.933333	0.992754	0.984848	
0.931034	0.755556	0.992754	0.984848	
0.949425	0.755556	0.985507	0.984848	
0.972414	0.911111	0.981884	0.939394	
0.921839	0.888889	0.992754	0.984848	
0.949425	0.866667	0.985507	1	
0.949425	0.933333	0.981884	0.969697	
0.94023	0.777778	0.985507	0.954545	
0.908046	0.666667	0.985507	0.984848	
0.951724	0.955556	0.98913	1	
0.951724	0.866667	0.985507	1	
0.956322	0.644444	0.98913	0.969697	
0.894253	0.822222	0.992754	1	
0.942529	0.511111	0.985507	1	
0.894253	0.933333	0.981884	0.984848	
0.947126	0.777778	0.974638	0.969697	
0.963218	0.533333	0.978261	0.984848	
0.963218	0.644444	0.98913	0.954545	
0.944828	0.777778	0.981884	0.969697	
0.958621	0.844444	0.981884	0.984848	
0.94023	0.844444	0.960145	0.984848	
0.91954	0.911111	0.992754	1	
0.951724	0.844444	0.996377	0.969697	
0.937931	0.977778	0.98913	0.969697	
0.898851	0.755556	0.992754	0.984848	
0.852874	0.888889	0.967391	0.984848	
0.937931	0.911111	0.992754	0.984848	
0.944828	0.822222	0.978261	0.984848	
0.963218	0.933333	0.978261	0.969697	
0.977011	0.866667	0.981884	1	
0.96092	0.533333	0.992754	1	
0.914943	0.888889	0.985507	0.969697	
0.974713	0.711111	0.996377	0.984848	
0.912644	0.933333	0.985507	0.924242	
0.935632	0.711111	0.985507	0.984848	
0.878161	0.933333	0.98913	0.984848	
0.933333	0.911111	0.960145	0.954545	
0.933333	0.888889	0.985507	0.969697	
0.921839	0.911111	0.985507	0.984848	
0.972414	0.777778	0.971014	0.984848	
0.954023	0.955556	0.981884	0.969697	
0.921839	0.866667	0.996377	0.954545	
0.931034	0.644444	0.981884	0.969697	
0.965517	0.711111	0.978261	0.969697	
0.926437	0.844444	0.992754	1	
0.841379	0.822222	0.992754	0.969697	
0.958621	0.844444	0.967391	0.984848	
0.944828	0.933333	0.971014	0.984848	
0.970115	0.2	0.992754	0.984848	
0.937931	0.711111	0.996377	0.969697	
0.97931	0.955556	0.992754	0.984848	
0.967816	0.911111	0.98913	0.984848	
0.901149	0.933333	0.98913	0.893939	
0.896552	0.822222	0.981884	0.984848	
0.933333	0.911111	0.985507	0.984848	
0.926437	0.866667	0.985507	1	
0.905747	0.911111	0.996377	1	
0.866667	0.866667	0.996377	0.984848	
0.894253	0.888889	0.985507	0.969697	
0.783908	0.733333	0.985507	0.954545	
0.967816	0.866667	0.985507	1	
0.942529	0.911111	0.963768	0.939394	
0.91954	0.666667	0.992754	0.954545	
0.917241	0.866667	0.98913	0.939394	
0.924138	0.911111	0.963768	1	
0.908046	0.888889	0.981884	0.984848	
0.875862	0.844444	0.978261	0.969697	
0.951724	0.8	0.992754	0.969697	
0.944828	0.8	0.985507	0.984848	
0.956322	0.866667	0.974638	0.984848	
0.908046	0.911111	0.98913	0.984848	
0.931034	0.911111	0.98913	0.954545	
0.944828	0.844444	0.992754	0.984848	
0.977011	0.666667	0.98913	0.969697	
0.8	1	0.98913	1	
0.91954	0.777778	0.98913	0.954545	
0.967816	0.933333	0.978261	0.969697	
0.977011	0.755556	0.992754	0.984848	
0.942529	0.911111	0.981884	0.984848	
0.949425	0.911111	0.981884	0.984848	
0.972414	0.822222	0.981884	1	
0.871264	0.777778	0.985507	0.969697	
0.944828	0.866667	0.996377	0.969697	
0.947126	0.955556	0.985507	1	
0.958621	0.844444	1	0.984848	
0.963218	0.911111	0.971014	0.984848	
0.954023	0.844444	0.942029	0.984848	
0.963218	0.755556	0.981884	0.939394	
0.914943	0.866667	0.992754	0.984848	
0.85977	0.911111	1	0.954545	
0.935632	0.533333	0.985507	0.984848	
0.912644	0.955556	0.992754	0.984848	
0.949425	0.911111	1	1	
0.944828	0.711111	0.981884	1	
0.972414	0.955556	0.978261	1	
0.954023	0.933333	0.992754	0.984848	
0.951724	0.711111	0.981884	0.954545	
0.951724	0.755556	0.98913	0.984848	
0.954023	0.911111	0.992754	0.924242	
0.871264	0.888889	0.981884	0.969697	
0.954023	0.755556	0.98913	0.909091	
0.924138	0.911111	0.996377	1	
0.88046	0.755556	0.98913	0.969697	
0.894253	0.866667	0.956522	0.969697	
0.963218	0.533333	0.996377	0.984848	
0.942529	0.844444	0.974638	1	
0.910345	0.888889	0.992754	1	
0.926437	0.822222	1	0.969697	
0.944828	0.955556	0.956522	0.984848	
0.949425	0.644444	0.978261	0.969697	
0.937931	0.711111	0.985507	0.984848	
0.965517	0.511111	0.996377	0.984848	
0.963218	0.777778	0.985507	0.969697	
0.965517	0.911111	0.967391	0.969697	
0.96092	0.888889	0.98913	1	
0.951724	0.911111	0.985507	0.984848	
0.944828	0.933333	0.981884	0.969697	
0.947126	0.666667	0.985507	0.954545	
0.882759	0.911111	0.996377	0.984848	
0.970115	0.911111	0.996377	0.984848	
0.924138	0.8	0.992754	0.984848	
0.887356	0.822222	0.971014	0.969697	
0.958621	0.666667	0.992754	1	
0.972414	0.888889	0.981884	1	
0.947126	0.888889	0.996377	1	
0.912644	0.888889	0.963768	1	
0.977011	0.844444	0.98913	0.984848	
0.972414	0.888889	0.98913	0.939394	
0.963218	0.888889	0.978261	0.984848	
0.97931	0.866667	0.981884	0.969697	
0.935632	0.911111	0.974638	0.984848	
0.954023	0.777778	0.978261	0.984848	
0.931034	0.888889	0.985507	0.984848	
0.956322	0.755556	0.98913	0.984848	
0.972414	0.955556	0.974638	0.969697	
0.912644	0.755556	0.971014	1	
0.944828	0.844444	0.985507	1	
0.951724	0.955556	0.992754	0.984848	
0.917241	0.911111	0.974638	0.969697	
0.931034	0.844444	0.974638	0.909091	
0.949425	0.933333	0.981884	0.954545	
0.974713	0.933333	0.963768	1	
0.933333	0.755556	0.985507	0.984848	
0.954023	0.955556	0.981884	0.969697	
0.944828	0.822222	0.974638	1	
0.894253	0.866667	0.974638	0.954545	
0.834483	0.911111	0.985507	0.984848	
0.894253	0.844444	0.956522	1	
0.977011	0.733333	0.992754	0.954545	
0.963218	0.644444	0.985507	1	
0.965517	0.911111	0.971014	0.984848	
0.933333	0.711111	0.971014	0.984848	
0.965517	0.844444	0.98913	1	
0.956322	0.933333	0.992754	0.969697	
0.882759	0.933333	0.974638	1	
0.958621	0.933333	0.981884	0.984848	
0.944828	0.844444	0.985507	1	
0.947126	0.933333	0.974638	1	
0.931034	0.866667	0.974638	0.969697	
0.944828	0.866667	0.985507	0.969697	
0.96092	0.866667	0.992754	1	
0.908046	0.911111	0.981884	0.984848	
0.974713	0.911111	0.985507	0.984848	
0.949425	0.377778	0.992754	0.954545	
0.954023	0.911111	0.978261	0.969697	
0.97931	0.933333	0.981884	1	
0.944828	0.888889	0.985507	0.969697	
0.967816	0.888889	0.974638	1	
0.96092	0.955556	0.98913	1	
0.947126	0.955556	0.985507	0.969697	
0.937931	0.533333	0.981884	0.969697	
0.944828	0.866667	0.98913	0.969697	
0.901149	0.911111	0.963768	0.984848	
0.956322	0.866667	0.992754	1	
0.878161	0.844444	0.974638	1	
0.910345	0.8	0.985507	0.984848	
0.889655	0.888889	0.992754	0.984848	
0.949425	0.711111	0.978261	0.984848	
0.956322	0.755556	0.992754	0.984848	
0.933333	0.933333	0.971014	1	
0.924138	0.955556	0.981884	0.954545	
0.981609	0.511111	0.978261	0.969697	
0.963218	0.955556	0.978261	0.984848	
0.931034	0.866667	0.98913	0.939394	
0.935632	0.711111	0.981884	0.954545	
0.96092	0.866667	0.992754	0.969697	
0.935632	0.933333	0.971014	0.939394	
0.910345	0.644444	0.996377	0.984848	
0.96092	0.711111	0.985507	0.969697	
0.958621	0.644444	0.978261	0.984848	
0.963218	0.911111	0.978261	0.984848	
0.942529	0.933333	0.971014	0.984848	
0.928736	0.377778	0.960145	1	
0.956322	0.911111	0.981884	0.984848	
0.935632	0.777778	0.985507	0.909091	
0.974713	0.888889	0.981884	0.984848	
0.931034	0.933333	0.98913	0.984848	
0.96092	0.888889	0.942029	0.984848	
0.967816	0.822222	0.992754	0.984848	
0.885057	0.644444	0.98913	0.954545	
0.956322	0.844444	0.978261	1	
0.956322	0.933333	0.996377	0.969697	
0.958621	0.733333	0.956522	0.984848	
0.894253	0.844444	0.985507	0.984848	
0.944828	0.755556	0.985507	1	
0.974713	0.844444	0.98913	0.939394	
0.965517	0.755556	0.98913	1	
0.949425	0.733333	0.978261	0.984848	
0.97931	0.733333	0.98913	0.969697	
0.885057	0.888889	0.98913	0.984848	
0.942529	0.733333	0.992754	0.939394	
0.972414	0.8	0.981884	0.969697	
0.963218	0.866667	0.992754	0.984848	
0.931034	0.844444	0.981884	0.969697	
0.951724	0.955556	0.981884	0.954545	
0.947126	0.955556	0.985507	0.984848	
0.926437	0.955556	0.981884	1	
0.944828	0.533333	0.981884	0.909091	
0.94023	0.822222	0.985507	0.984848	
0.972414	0.933333	0.981884	0.848485	
0.85977	0.888889	0.967391	0.984848	
0.871264	0.666667	0.992754	0.954545	
0.942529	0.844444	0.98913	0.954545	
0.974713	0.8	0.985507	0.969697	
0.965517	0.955556	0.98913	0.984848	
0.958621	0.955556	0.978261	0.984848	
0.942529	0.755556	0.981884	0.969697	
0.931034	0.911111	0.981884	0.969697	
0.926437	0.933333	0.985507	1	
0.88046	0.888889	0.992754	0.984848	
0.905747	0.644444	0.98913	0.893939	
0.921839	0.644444	0.974638	0.969697	
0.94023	0.911111	0.98913	1	
0.97931	0.755556	0.978261	0.984848	
0.963218	0.822222	0.963768	1	
0.947126	0.8	0.981884	0.984848	
0.933333	0.955556	0.978261	1	
0.970115	0.888889	0.992754	0.939394	
0.937931	0.711111	0.98913	0.954545	
0.931034	0.911111	0.974638	0.969697	
0.910345	0.888889	0.985507	0.984848	
0.967816	0.822222	0.992754	1	
0.903448	0.733333	0.985507	1	
0.947126	0.955556	0.974638	0.969697	
